title,subcategory,sub_sub_category
порядок регистрации и учетная запись в системе,"Для получения доступа к Контенту и Информации, а также функционалу и к дополнительным сервисам RUTUBE, перечень которых определяется Администрацией в одностороннем порядке (в частности, возможность загрузки, хранения, размещения и классификации Контента, доступа в специализированные разделы RUTUBE и/или к определенному Контенту Правообладателей), Пользователь должен создать в RUTUBE учетную запись (зарегистрироваться) в порядке, предусмотренном п.3.. настоящего Соглашения. При этом, независимо от особенностей, предусмотренных настоящим пунктом для Процедуры регистрации Пользователя в RUTUBE, по усмотрению Администрации, для доступа к любой Единице Контента на RUTUBE, от Пользователя дополнительно может потребоваться авторизация посредством MULTIPASS (или альтернативное, но равнозначное название, RUPASS) или любого иного аналогичного сервиса (в том числе методом ""Внешней авторизации"", см. п.3..1 настоящего Соглашения) по усмотрению Администрации, т.е. с привязкой к Аккаунту Пользователя номера его мобильного телефона и/или актуального адреса электронной почты, независимо от Территории. Пользователи, не прошедшие Процедуру регистрации в RUTUBE (а также, в предусмотренных Администрацией случаях, авторизацию через MULTIPASS) и пытающиеся получить доступ к RUTUBE, могут иметь ограниченный доступ. Ограниченный доступ дает Пользователям исключительно возможность ознакомления с перечнем Контента (и/ или просмотра некоторых Единиц Контента), размещенного в RUTUBE, но без возможности комментирования Контента (если такой функционал доступен в RUTUBE), загрузки Контента, пользования платными услугами RUTUBE и без возможности иного взаимодействия с Контентом. При этом для Пользователей, не прошедших регистрацию в RUTUBE, а также регистрацию / авторизацию в RUTUBE через «MULTIPASS», Администрация вправе полностью ограничить возможность доступа к RUTUBE (как полностью, так и в части отдельных функций и сервисов). В целях предоставления Авторам/Пользователям возможности доступа к Режиму ускоренной публикации, а также предоставления возможности получать расширенный доступ к сервисам и специализированным инструментам RUTUBE, функционалом RUTUBE может быть предусмотрена дополнительная верификация Аккаунта, зарегистрированного в порядке Соглашения, с использованием учетной записи портала «Единая системы идентификации и аутентификации» (далее - «ЕСИА»/«Госуслуги»), условия использования которого размещены в сети Интернет по адресу: https://esia.gosuslugi.ru/registration/policiesTerms.xhtml. Чтобы воспользоваться Режимом ускоренной публикации Пользователям с существующим Аккаунтом RUTUBE, необходимо привязать свою учетную запись ЕСИА к действующему Аккаунту RUTUBE. Регистрация и/или авторизация в RUTUBE посредством ЕСИА, означает согласие Пользователя с Условиями использования ЕСИА. Авторизация посредством ЕСИА доступна только для Аккаунтов физических лиц в RUTUBE. Единовременно с одной учетной записью ЕСИА может быть связан только один Аккаунт RUTUBE. При выборе в интерфейсе авторизационной формы RUTUBE опции «Авторизация через «Госуслуги», Пользователь будет перенаправлен для авторизации на сайт «ЕСИА» (https://esia.gosuslugi.ru/), где Пользователю необходимо предоставить разрешение RUTUBE на получение информации об анкете Пользователя. RUTUBE запрашивает информацию исключительно в том объеме, который необходим для подтверждения факта авторизации в сервисе «ЕСИА».","3.1.6 Пользователь несет полную единоличную ответственность за любые действия, совершенные с использованием его Учетной записи (номером мобильного телефона, адреса электронной почты, Логином, Паролем), за любое нарушение обязательств Пользователя по настоящему Соглашению, а также за последствия любого такого нарушения/использования (включая любые убытки и ущерб, которые могут возникнуть в результате такого нарушения у Администрации), в том числе совершенные от имени Пользователя доверенными лицами такого Пользователя (""Прикрепленные пользователи"", см. п.28 Приложения ""А"" к ГПС RUTUBE). Все действия, совершенные с использованием номера мобильного телефона, Логина и Пароля Пользователя, рассматриваются как действия Пользователя, за исключением случаев, когда Пользователь, в порядке, предусмотренном Соглашением, уведомил Администрацию о несанкционированном доступе к RUTUBE с использованием его Учетной записи и/или о любом нарушении (подозрениях о нарушении) конфиденциальности своего Пароля. При смене или утрате Пользователем своего телефонного номера (в том числе, если номер телефона перейдет к другому владельцу), привязанного к его Личному кабинету на RUTUBE, Пользователь самостоятельно обязуется своевременно внести соотвествующие изменения в профиле своего Личного кабинета, равно как и обеспечивать наличие в профиле Личного кабинета актуальной регистрационной/пользовательской информации."
порядок регистрации и учетная запись в системе,"Для получения доступа к Контенту и Информации, а также функционалу и к дополнительным сервисам RUTUBE, перечень которых определяется Администрацией в одностороннем порядке (в частности, возможность загрузки, хранения, размещения и классификации Контента, доступа в специализированные разделы RUTUBE и/или к определенному Контенту Правообладателей), Пользователь должен создать в RUTUBE учетную запись (зарегистрироваться) в порядке, предусмотренном п.3.. настоящего Соглашения. При этом, независимо от особенностей, предусмотренных настоящим пунктом для Процедуры регистрации Пользователя в RUTUBE, по усмотрению Администрации, для доступа к любой Единице Контента на RUTUBE, от Пользователя дополнительно может потребоваться авторизация посредством MULTIPASS (или альтернативное, но равнозначное название, RUPASS) или любого иного аналогичного сервиса (в том числе методом ""Внешней авторизации"", см. п.3..1 настоящего Соглашения) по усмотрению Администрации, т.е. с привязкой к Аккаунту Пользователя номера его мобильного телефона и/или актуального адреса электронной почты, независимо от Территории. Пользователи, не прошедшие Процедуру регистрации в RUTUBE (а также, в предусмотренных Администрацией случаях, авторизацию через MULTIPASS) и пытающиеся получить доступ к RUTUBE, могут иметь ограниченный доступ. Ограниченный доступ дает Пользователям исключительно возможность ознакомления с перечнем Контента (и/ или просмотра некоторых Единиц Контента), размещенного в RUTUBE, но без возможности комментирования Контента (если такой функционал доступен в RUTUBE), загрузки Контента, пользования платными услугами RUTUBE и без возможности иного взаимодействия с Контентом. При этом для Пользователей, не прошедших регистрацию в RUTUBE, а также регистрацию / авторизацию в RUTUBE через «MULTIPASS», Администрация вправе полностью ограничить возможность доступа к RUTUBE (как полностью, так и в части отдельных функций и сервисов). В целях предоставления Авторам/Пользователям возможности доступа к Режиму ускоренной публикации, а также предоставления возможности получать расширенный доступ к сервисам и специализированным инструментам RUTUBE, функционалом RUTUBE может быть предусмотрена дополнительная верификация Аккаунта, зарегистрированного в порядке Соглашения, с использованием учетной записи портала «Единая системы идентификации и аутентификации» (далее - «ЕСИА»/«Госуслуги»), условия использования которого размещены в сети Интернет по адресу: https://esia.gosuslugi.ru/registration/policiesTerms.xhtml. Чтобы воспользоваться Режимом ускоренной публикации Пользователям с существующим Аккаунтом RUTUBE, необходимо привязать свою учетную запись ЕСИА к действующему Аккаунту RUTUBE. Регистрация и/или авторизация в RUTUBE посредством ЕСИА, означает согласие Пользователя с Условиями использования ЕСИА. Авторизация посредством ЕСИА доступна только для Аккаунтов физических лиц в RUTUBE. Единовременно с одной учетной записью ЕСИА может быть связан только один Аккаунт RUTUBE. При выборе в интерфейсе авторизационной формы RUTUBE опции «Авторизация через «Госуслуги», Пользователь будет перенаправлен для авторизации на сайт «ЕСИА» (https://esia.gosuslugi.ru/), где Пользователю необходимо предоставить разрешение RUTUBE на получение информации об анкете Пользователя. RUTUBE запрашивает информацию исключительно в том объеме, который необходим для подтверждения факта авторизации в сервисе «ЕСИА».","3.1.7 Пользователь, имеющий действующую регистрацию в RUTUBE, но не прошедший дополнительную Авторизацию в RUTUBE через MULTIPASS, для доступа к Сервису и/ или к любому разделу Сервиса, и/ или Видеоконтенту в Сервисе, должен пройти предварительную Авторизацию в Сервисе через интерфейс MULTIPASS."
порядок регистрации и учетная запись в системе,Использование и проверка Электронной подписи Пользователя:,"3.2.1 Руководствуясь положениями п. 2 ст. 160 ГК РФ и п. 2 ст. 6 Закона «Об электронной подписи», Стороны договорились о том, что все документы, соответствующие требованиям п. 3.2.2. настоящего документа, считаются подписанными собственноручно Пользователем."
порядок регистрации и учетная запись в системе,Использование и проверка Электронной подписи Пользователя:,"3.2.2 Документ считается подписанным Аналогом собственноручной подписи Пользователя или действие на RUTUBE считается совершенным самим Пользователем при условии успешного прохождения процедуры Аутентификации в порядке п.3.2.3. Соглашения, а также при условии соблюдения следующих условий: a)                                     Пользователь предоставил идентификационные данные путем заполнения полей регистрационной формы при прохождении Процедуры регистрации; b)                                     Пользователь авторизован в Личном кабинете с помощью Логина и Пароля."
порядок регистрации и учетная запись в системе,Использование и проверка Электронной подписи Пользователя:,"3.2.3 Юридически значимое действие Пользователя в RUTUBE является совершенным Пользователем, если его осуществление подтверждено одноразовым Электронным ключом, направленным на Зарегистрированный номер телефона (Зарегистрированный адрес электронной почты) Пользователя, для чего Пользователь вводит Электронный ключ в специальное поле в интерфейсе регистрационной формы в RUTUBE, о чем в Базе данных RUTUBE сохраняется соответствующая информация."
порядок регистрации и учетная запись в системе,Использование и проверка Электронной подписи Пользователя:,"3.2.4 Аналог собственноручной подписи считается проверенным, если сверка сгенерированного Базой данных RUTUBE Электронного ключа и направленного на Зарегистрированный номер телефона (Зарегистрированный адрес электронной почты) с введенным на RUTUBE Электронным ключом прошла успешно."
порядок регистрации и учетная запись в системе,Использование и проверка Электронной подписи Пользователя:,"3.2.5 Для определения Пользователя по его Аналогу собственноручной подписи, Администрация определяет Зарегистрированный номер телефона (Зарегистрированный адрес электронной почты), на который был направлен Электронный ключ, с помощью которого был подписан документ/совершено действие в RUTUBE, а на основании Зарегистрированного номера телефона (Зарегистрированного адреса электронной почты) определяется Пользователь, исходя из идентификационных данных, предоставленных им ранее."
порядок регистрации и учетная запись в системе,Использование и проверка Электронной подписи Пользователя:,"3.2.6 Электронный ключ предоставляется Пользователю Администрацией путем направления СМС-сообщения/ E-mail-сообщения/ комбинации последних четырех цифр телефонного номера (входящий звонок) на Зарегистрированный номер телефона/ Зарегистрированный адрес электронной почты. Таким образом, Электронный ключ считается предоставленным лично Пользователю с сохранением его конфиденциальности."
порядок регистрации и учетная запись в системе,Использование и проверка Электронной подписи Пользователя:,"3.2.7 Предоставленный Пользователю Электронный ключ может быть использован для подписания электронного документа/ подтверждения действия Пользователя в RUTUBE. Предоставление Электронного ключа осуществляется при получении электронного запроса Пользователя, направленного Администрации через интерфейсные элементы RUTUBE со специальным функционалом. Если иное не будет предусмотрено функционалом RUTUBE, то как правило, при неиспользовании Электронного ключа для подписания электронного документа или совершения иного действия в RUTUBE в течение 15 (пятнадцати) минут, срок действия Электронного ключа истекает и для совершения желаемого действия Пользователь должен запросить и получить новый Электронный ключ (в таком случае, допускается не более трех (3) повторных запросов Электронных ключа)."
порядок регистрации и учетная запись в системе,"Размещение в RUTUBE и хранение Контента, а также использование иных предоставляемых RUTUBE сервисов возможны только после завершения Процедуры регистрации. Персональная информация Автора, ставшая известной RUTUBE в процессе регистрации и использования сервисов RUTUBE, хранится и обрабатывается Администрацией в соответствии с условиями Политики конфиденциальности RUTUBE (https://rutube.ru/info/privacy/) и разделом 10 настоящего Соглашения.",[]
порядок регистрации и учетная запись в системе,"Пользователь имеет право редактировать и/или в любое время удалить свою Учетную запись из RUTUBE, либо в порядке, предусмотренном интерфейсом Личного кабинета Пользователя (при наличии такой технической возможности), либо направив Администрации со своего адреса электронной почты на адрес электронной почты help@rutube.ru запрос на удаление Учетной записи. Администрация активирует функцию удаления Учетной записи Пользователя в течение тридцати (30) календарных дней после получения соответствующего запроса Пользователя.","3.4.1 Сразу после активации функции удаления Учетной записи Пользователя в RUTUBE, Учетная запись автоматически блокируется на срок тридцать (30) календарных дней, в течение которого размещенные с ее использованием Контент и иные данные Пользователя не удаляются, однако скрыты для других Пользователей."
порядок регистрации и учетная запись в системе,"Пользователь имеет право редактировать и/или в любое время удалить свою Учетную запись из RUTUBE, либо в порядке, предусмотренном интерфейсом Личного кабинета Пользователя (при наличии такой технической возможности), либо направив Администрации со своего адреса электронной почты на адрес электронной почты help@rutube.ru запрос на удаление Учетной записи. Администрация активирует функцию удаления Учетной записи Пользователя в течение тридцати (30) календарных дней после получения соответствующего запроса Пользователя.","3.4.2 Пользователь может восстановить свою Учетную запись, авторизовавшись в течение тридцати (30) календарных дней в RUTUBE, используя учетные данные своей Учетной записи (Логин и Пароль). После этого Учетная запись будет восстановлена, доступ к Контенту и иным данным Пользователя возобновляется в объеме, существовавшем на момент блокирования (за исключением Контента, нарушающих условия Соглашения, иных норм, регулирующих работу RUTUBE, а также действующего законодательства Российской Федерации);"
порядок регистрации и учетная запись в системе,"Администрация оставляет за собой право заблокировать или удалить Учетную запись Пользователя самостоятельно и на свое усмотрение в случае неиспользования Пользователем RUTUBE (не осуществления авторизации под своими логином и паролем с любого устройства Пользователя) в течение 12 (двенадцати) календарных месяцев с даты последней авторизации, а также в иных случаях, предусмотренных Соглашением. После этого, логин Аккаунта станет доступен для использования другим Пользователям, а все данные Пользователя будут удалены, кроме данных, указанных в п.  Соглашения. С этого момента восстановление Аккаунта и какой-либо информации, относящейся к нему, невозможны. Данные, хранящиеся на Канале Пользователя, с указанного момента также будут недоступны Пользователю и третьим лицам, и могут быть предоставлены Администрацией только по запросам уполномоченных органов.",[]
порядок регистрации и учетная запись в системе,"Согласно части 3 статьи  Федерального закона Российской Федерации №149-ФЗ «Об информации, информационных технологиях и о защите информации», Администрация обязана вне зависимости от согласия Пользователя хранить и предоставлять по законным запросам уполномоченных органов: информацию о фактах приема, передачи, доставки и (или) обработки голосовой информации, письменного текста, изображений, звуков, видео- или иных электронных сообщений Пользователей и информацию о совершивших перечисленные действия Пользователях – в течение одного года с момента окончания осуществления таких действий. А сами текстовые сообщения пользователей сети ""Интернет"", голосовую информацию, изображения, звуки, видео-, иные электронные сообщения пользователей сети ""Интернет"" - до шести месяцев с момента окончания их приема, передачи, доставки и (или) обработки. Также, Администрация оставляет за собой право в случае необходимости, обусловленной техническими особенностями работы RUTUBE, сохранять архивные копии Контента Пользователя в течение необходимого срока.",[]
порядок регистрации и учетная запись в системе,"Администрация оставляет за собой право оптимизировать качество добавленного на RUTUBE Пользователем Контента, в случаях снижения количества просмотров, согласно рейтингу просмотров (количество суммарных показов контента за все время с момента добавления Контента Пользователем): [А] ≥ 6 мес | [Б] ≤ 1000 | [В] ≥ 1080 [А] ≥ 6 мес | [Б] ≤ 500 | [В] ≥ 720 [А] ≥ 6 мес | [Б] ≤ 100 | [В] ≥ 600 где, [А] - Длительность [Б] - Рейтинг просмотров [В] - Качество оптимизации Контента",[]
условия размещения контента,"Если иное прямо не предусмотрено в Соглашении, в текстах Обязательных документов, в специальных положениях, размещенных Администрацией на Сайте и в Мобильном приложении, то Пользователю/ Автору по общему правилу не выплачивается какое-либо вознаграждение за загруженный и воспроизводимый в Плеере Пользователями Контент.",[]
условия размещения контента,"Правило, установленное в п.. Соглашения, по усмотрению Администрации может не применяться к Пользователям с подтвержденным Администрацией статусом «Партнер» (как это понятие охарактеризовано в п.15 Приложения «А» Соглашения), при этом условия участия в партнерской программе, возможность, порядок и условия начисления, и выплат вознаграждения Партнеру определяется на основании дополнительных соглашений, заключаемых между Партнером и Администрацией.","4.2.1 Пользователь/ Автор, вправе подключить свой авторский Канал к программе монетизации RUTUBE при условии наступления оснований для подачи заявки на присвоение ему статуса Партнера. Для этого Пользователь/ Автор должен осуществления действия, необходимые для Акцепта Оферты. Подробное описание процедуры, описанной в настоящем пункте размещено в сети Интернет по адресу: https://rutube.ru/info/adv_oferta_summary/)."
условия размещения контента,"Также, по единоличному усмотрению Администрации, интерфейс Личного кабинета Пользователя и/или Канала Пользователя, обладающего статусом «Партнер» в RUTUBE, может быть интегрирован с функционалом Монетизационных сервисов, именуемых в дальнейшем Монетизационные Интеграторы. Подробное описание процедуры интеграции приведено в Приложении «Г» к Соглашению, размещенном в сети Интернет по адресу: https://rutube.ru/info/donate_agreement/.",[]
условия размещения контента,"Администрация вправе включать ссылки на Контент Пользователя в разделах/ подразделах RUTUBE или за его пределами (по технологии эмбедирования), в том числе совместно с аудиовизуальным (и/или иным) Контентом Правообладателей, которые Администрация соотносит по какому-либо признаку (например, тематика, жанр, возрастные ограничения, рекомендации и т.п.: Подписки/ Пакеты Подписок/ Коллекции и пр.), и/или объединяет в рамках единой информационной ПРОМО-витрины RUTUBE, с размещением соответствующих идентификационных сведений (текстовых, аудиовизуальных, статических, в т.ч. видеофрагментов видеопрограмм и пр.) о таких подразделах и Правообладателях, аудиовизуальный и/или иной Контент который, входит в такие подразделы.",[]
условия размещения контента,"В пределах функционала RUTUBE соответствующий Пользовательский Контент, может размещаться как с указанием имени автора такого Контента, так и без указания имени автора (в качестве имени автора при этом может быть указан Логин Пользователя, разместившего пользовательские материалы, или ссылка на Канал Пользователя в RUTUBE). В случае если Пользователь не вправе разрешать использование каких-либо пользовательских материалов указанными способами, он обязан воздержаться от размещения таких материалов на RUTUBE.",[]
условия размещения контента,"Пользователь заверяет и гарантирует, что:","4.6.1 Пользователь/ Автор/ Партнер действует на законных основаниях, обладает всеми необходимыми правами использовать Контент, в том числе разрешать его использование в соответствии с условиями Соглашения, и не нарушает своими действиями законные права и интересы третьих лиц (включая, но не ограничиваясь, авторские, смежные, патентные права, право на неприкосновенность частной жизни, на защиту чести, достоинства и доброго имени, право на изображение гражданина и т.д.) и действующее российское законодательство (включая, но не ограничиваясь, законодательство о правах на результаты интеллектуальной деятельности и средства индивидуализации), несет всю ответственность за его размещение и использование. При публикации на канале материалов общественно значимого характера (включая, материалы общественно политического характера) он неукоснительно обязуется соблюдать правила публикации такого контента на RUTUBE (https://rutube.ru/info/socially_important/), а также он соглашается с условиями Регламента рассмотрения заявлений правообладателей (https://rutube.ru/list/info/reglament/), связанных с размещением пользователями контента на сайте rutube.ru."
условия размещения контента,"В целях подтверждения заверений и гарантий Пользователя, оговоренных в пунктах .1, .2 Соглашения, Администрация вправе потребовать от Пользователя дополнительного письменного подтверждения, предоставляемого Пользователем по форме и на бланке, предоставляемом Администрацией, а Пользователь обязуется предоставить такое подтверждение.",[]
